,time,power_opt
2380,2025-05-09 04:20:00,-237.204
2381,2025-05-09 04:25:00,-237.224
2382,2025-05-09 04:30:00,-209.224
2383,2025-05-09 04:35:00,-265.224
2384,2025-05-09 04:40:00,-257.254
2385,2025-05-09 04:45:00,-321.204
2386,2025-05-09 04:50:00,-385.234
2387,2025-05-09 04:55:00,-289.204
2388,2025-05-09 05:00:00,-269.254
2389,2025-05-09 05:05:00,-257.214
2390,2025-05-09 05:10:00,-325.214
2391,2025-05-09 05:15:00,-549.214
2392,2025-05-09 05:20:00,-641.204
2393,2025-05-09 05:25:00,-601.234
2394,2025-05-09 05:30:00,-297.224
2395,2025-05-09 05:35:00,-385.234
2396,2025-05-09 05:40:00,-397.224
2397,2025-05-09 05:45:00,-325.194
2398,2025-05-09 05:50:00,-333.234
2399,2025-05-09 05:55:00,-309.204
2400,2025-05-09 06:00:00,-353.244
2401,2025-05-09 06:05:00,-285.214
2402,2025-05-09 06:10:00,-313.254
2403,2025-05-09 06:15:00,-277.214
2404,2025-05-09 06:20:00,-313.214
2405,2025-05-09 06:25:00,-445.254
2406,2025-05-09 06:30:00,-493.214
2407,2025-05-09 06:35:00,-461.254
2408,2025-05-09 06:40:00,-377.214
2409,2025-05-09 06:45:00,-417.214
2410,2025-05-09 06:50:00,-381.174
2411,2025-05-09 06:55:00,-553.234
2412,2025-05-09 07:00:00,-301.204
2413,2025-05-09 07:05:00,-449.244
2414,2025-05-09 07:10:00,-377.244
2415,2025-05-09 07:15:00,-385.244
2416,2025-05-09 07:20:00,-389.204
2417,2025-05-09 07:25:00,-397.184
2418,2025-05-09 07:30:00,-457.234
2419,2025-05-09 07:35:00,-325.204
2420,2025-05-09 07:40:00,-349.254
2421,2025-05-09 07:45:00,-329.204
2422,2025-05-09 07:50:00,-313.234
2423,2025-05-09 07:55:00,-389.224
2424,2025-05-09 08:00:00,9000.0
2425,2025-05-09 08:05:00,9000.0
2426,2025-05-09 08:10:00,9000.0
2427,2025-05-09 08:15:00,8999.997
2428,2025-05-09 08:20:00,448.041
2429,2025-05-09 08:25:00,0.0
2430,2025-05-09 08:30:00,0.0
2431,2025-05-09 08:35:00,0.0
2432,2025-05-09 08:40:00,0.0
2433,2025-05-09 08:45:00,0.0
2434,2025-05-09 08:50:00,0.0
2435,2025-05-09 08:55:00,0.0
2436,2025-05-09 09:00:00,0.0
2437,2025-05-09 09:05:00,0.0
2438,2025-05-09 09:10:00,0.0
2439,2025-05-09 09:15:00,0.0
2440,2025-05-09 09:20:00,0.0
2441,2025-05-09 09:25:00,0.0
2442,2025-05-09 09:30:00,0.0
2443,2025-05-09 09:35:00,0.0
2444,2025-05-09 09:40:00,0.0
2445,2025-05-09 09:45:00,0.0
2446,2025-05-09 09:50:00,0.0
2447,2025-05-09 09:55:00,0.0
2448,2025-05-09 10:00:00,0.0
2449,2025-05-09 10:05:00,0.0
2450,2025-05-09 10:10:00,0.0
2451,2025-05-09 10:15:00,0.0
2452,2025-05-09 10:20:00,0.0
2453,2025-05-09 10:25:00,0.0
2454,2025-05-09 10:30:00,0.0
2455,2025-05-09 10:35:00,0.0
2456,2025-05-09 10:40:00,0.0
2457,2025-05-09 10:45:00,0.0
2458,2025-05-09 10:50:00,0.0
2459,2025-05-09 10:55:00,0.0
2460,2025-05-09 11:00:00,-397.194
2461,2025-05-09 11:05:00,-333.234
2462,2025-05-09 11:10:00,-297.254
2463,2025-05-09 11:15:00,-325.214
2464,2025-05-09 11:20:00,-181.224
2465,2025-05-09 11:25:00,-321.254
2466,2025-05-09 11:30:00,-173.194
2467,2025-05-09 11:35:00,-273.204
2468,2025-05-09 11:40:00,-249.194
2469,2025-05-09 11:45:00,-281.214
2470,2025-05-09 11:50:00,-501.204
2471,2025-05-09 11:55:00,-317.204
2472,2025-05-09 12:00:00,-397.244
2473,2025-05-09 12:05:00,-245.214
2474,2025-05-09 12:10:00,-401.194
2475,2025-05-09 12:15:00,-213.234
2476,2025-05-09 12:20:00,-165.254
2477,2025-05-09 12:25:00,-177.204
2478,2025-05-09 12:30:00,-337.224
2479,2025-05-09 12:35:00,-689.244
2480,2025-05-09 12:40:00,-329.214
2481,2025-05-09 12:45:00,-537.224
2482,2025-05-09 12:50:00,-585.224
2483,2025-05-09 12:55:00,-501.244
2484,2025-05-09 13:00:00,-577.254
2485,2025-05-09 13:05:00,-661.224
2486,2025-05-09 13:10:00,-613.194
2487,2025-05-09 13:15:00,-645.194
2488,2025-05-09 13:20:00,-593.224
2489,2025-05-09 13:25:00,-621.204
2490,2025-05-09 13:30:00,-817.204
2491,2025-05-09 13:35:00,-469.204
2492,2025-05-09 13:40:00,-233.204
2493,2025-05-09 13:45:00,-205.224
2494,2025-05-09 13:50:00,-321.224
2495,2025-05-09 13:55:00,-373.214
2496,2025-05-09 14:00:00,-441.184
2497,2025-05-09 14:05:00,-317.234
2498,2025-05-09 14:10:00,-489.224
2499,2025-05-09 14:15:00,-473.224
2500,2025-05-09 14:20:00,-573.204
2501,2025-05-09 14:25:00,-489.224
2502,2025-05-09 14:30:00,-613.214
2503,2025-05-09 14:35:00,-477.224
2504,2025-05-09 14:40:00,-529.224
2505,2025-05-09 14:45:00,-409.204
2506,2025-05-09 14:50:00,-605.204
2507,2025-05-09 14:55:00,-521.204
2508,2025-05-09 15:00:00,-317.214
2509,2025-05-09 15:05:00,-461.204
2510,2025-05-09 15:10:00,-249.214
2511,2025-05-09 15:15:00,-253.224
2512,2025-05-09 15:20:00,-353.224
2513,2025-05-09 15:25:00,-365.204
2514,2025-05-09 15:30:00,-197.204
2515,2025-05-09 15:35:00,-265.244
2516,2025-05-09 15:40:00,-497.204
2517,2025-05-09 15:45:00,-317.224
2518,2025-05-09 15:50:00,-369.224
2519,2025-05-09 15:55:00,-429.224
2520,2025-05-09 16:00:00,-381.234
2521,2025-05-09 16:05:00,-217.174
2522,2025-05-09 16:10:00,-289.244
2523,2025-05-09 16:15:00,-241.214
2524,2025-05-09 16:20:00,-541.234
2525,2025-05-09 16:25:00,-613.224
2526,2025-05-09 16:30:00,-381.184
2527,2025-05-09 16:35:00,-361.224
2528,2025-05-09 16:40:00,-649.224
2529,2025-05-09 16:45:00,-489.254
2530,2025-05-09 16:50:00,-313.234
2531,2025-05-09 16:55:00,-273.204
2532,2025-05-09 17:00:00,-281.234
2533,2025-05-09 17:05:00,-313.234
2534,2025-05-09 17:10:00,-301.224
2535,2025-05-09 17:15:00,-277.214
2536,2025-05-09 17:20:00,-245.234
2537,2025-05-09 17:25:00,-141.224
2538,2025-05-09 17:30:00,-193.234
2539,2025-05-09 17:35:00,-297.224
2540,2025-05-09 17:40:00,-253.194
2541,2025-05-09 17:45:00,-269.194
2542,2025-05-09 17:50:00,-221.244
