time,power_opt
2025-07-01 00:00:00,-295.148
2025-07-01 00:05:00,-347.148
2025-07-01 00:10:00,-423.168
2025-07-01 00:15:00,-411.128
2025-07-01 00:20:00,-419.158
2025-07-01 00:25:00,-467.068
2025-07-01 00:30:00,-467.148
2025-07-01 00:35:00,-491.108
2025-07-01 00:40:00,-539.168
2025-07-01 00:45:00,-459.168
2025-07-01 00:50:00,-515.118
2025-07-01 00:55:00,-487.138
2025-07-01 01:00:00,-503.148
2025-07-01 01:05:00,-471.118
2025-07-01 01:10:00,-515.178
2025-07-01 01:15:00,-519.138
2025-07-01 01:20:00,-499.108
2025-07-01 01:25:00,-567.148
2025-07-01 01:30:00,-483.148
2025-07-01 01:35:00,-503.138
2025-07-01 01:40:00,-547.158
2025-07-01 01:45:00,-583.158
2025-07-01 01:50:00,-603.168
2025-07-01 01:55:00,-527.178
2025-07-01 02:00:00,-523.108
2025-07-01 02:05:00,-619.128
2025-07-01 02:10:00,-647.158
2025-07-01 02:15:00,-567.108
2025-07-01 02:20:00,-591.148
2025-07-01 02:25:00,-547.158
2025-07-01 02:30:00,-655.138
2025-07-01 02:35:00,-639.158
2025-07-01 02:40:00,-647.148
2025-07-01 02:45:00,-675.138
2025-07-01 02:50:00,-643.148
2025-07-01 02:55:00,-639.118
2025-07-01 03:00:00,-615.178
2025-07-01 03:05:00,-675.148
2025-07-01 03:10:00,-671.168
2025-07-01 03:15:00,-619.158
2025-07-01 03:20:00,-611.178
2025-07-01 03:25:00,-595.138
2025-07-01 03:30:00,-627.148
2025-07-01 03:35:00,-643.168
2025-07-01 03:40:00,-723.158
2025-07-01 03:45:00,-603.108
2025-07-01 03:50:00,-615.128
2025-07-01 03:55:00,-667.138
2025-07-01 04:00:00,-683.148
2025-07-01 04:05:00,-679.148
2025-07-01 04:10:00,-703.148
2025-07-01 04:15:00,-687.138
2025-07-01 04:20:00,-735.108
2025-07-01 04:25:00,-731.148
2025-07-01 04:30:00,-767.138
2025-07-01 04:35:00,-727.148
2025-07-01 04:40:00,-723.148
2025-07-01 04:45:00,-719.148
2025-07-01 04:50:00,-843.158
2025-07-01 04:55:00,-779.118
2025-07-01 05:00:00,-707.128
2025-07-01 05:05:00,-731.168
2025-07-01 05:10:00,-723.158
2025-07-01 05:15:00,-687.148
2025-07-01 05:20:00,-723.118
2025-07-01 05:25:00,-727.148
2025-07-01 05:30:00,-727.168
2025-07-01 05:35:00,-779.158
2025-07-01 05:40:00,-803.168
2025-07-01 05:45:00,-735.148
2025-07-01 05:50:00,-723.178
2025-07-01 05:55:00,-819.158
2025-07-01 06:00:00,-695.128
2025-07-01 06:05:00,-595.168
2025-07-01 06:10:00,-619.078
2025-07-01 06:15:00,-771.148
2025-07-01 06:20:00,-835.098
2025-07-01 06:25:00,-755.138
2025-07-01 06:30:00,-811.168
2025-07-01 06:35:00,-763.148
2025-07-01 06:40:00,-719.148
2025-07-01 06:45:00,-791.148
2025-07-01 06:50:00,-771.148
2025-07-01 06:55:00,-827.178
2025-07-01 07:00:00,-779.158
2025-07-01 07:05:00,-843.158
2025-07-01 07:10:00,-763.168
2025-07-01 07:15:00,-831.158
2025-07-01 07:20:00,-643.128
2025-07-01 07:25:00,-599.168
2025-07-01 07:30:00,-587.138
2025-07-01 07:35:00,-607.138
2025-07-01 07:40:00,-543.118
2025-07-01 07:45:00,-735.148
2025-07-01 07:50:00,-791.158
2025-07-01 07:55:00,-807.188
2025-07-01 08:00:00,0.0
2025-07-01 08:05:00,0.0
2025-07-01 08:10:00,0.0
2025-07-01 08:15:00,0.0
2025-07-01 08:20:00,0.0
2025-07-01 08:25:00,0.0
2025-07-01 08:30:00,0.0
2025-07-01 08:35:00,0.0
2025-07-01 08:40:00,0.0
2025-07-01 08:45:00,0.0
2025-07-01 08:50:00,0.0
2025-07-01 08:55:00,0.0
2025-07-01 09:00:00,0.0
2025-07-01 09:05:00,0.0
2025-07-01 09:10:00,0.0
2025-07-01 09:15:00,0.0
2025-07-01 09:20:00,0.0
2025-07-01 09:25:00,0.0
2025-07-01 09:30:00,0.0
2025-07-01 09:35:00,0.0
2025-07-01 09:40:00,0.0
2025-07-01 09:45:00,0.0
2025-07-01 09:50:00,0.0
2025-07-01 09:55:00,0.0
2025-07-01 10:00:00,0.0
2025-07-01 10:05:00,0.0
2025-07-01 10:10:00,0.0
2025-07-01 10:15:00,0.0
2025-07-01 10:20:00,0.0
2025-07-01 10:25:00,0.0
2025-07-01 10:30:00,0.0
2025-07-01 10:35:00,0.0
2025-07-01 10:40:00,0.0
2025-07-01 10:45:00,0.0
2025-07-01 10:50:00,0.0
2025-07-01 10:55:00,0.0
2025-07-01 11:00:00,0.0
2025-07-01 11:05:00,0.0
2025-07-01 11:10:00,0.0
2025-07-01 11:15:00,0.0
2025-07-01 11:20:00,0.0
2025-07-01 11:25:00,0.0
2025-07-01 11:30:00,0.0
2025-07-01 11:35:00,0.0
2025-07-01 11:40:00,0.0
2025-07-01 11:45:00,0.0
2025-07-01 11:50:00,0.0
2025-07-01 11:55:00,0.0
2025-07-01 12:00:00,9000.0
2025-07-01 12:05:00,9000.0
2025-07-01 12:10:00,9000.0
2025-07-01 12:15:00,9000.0
2025-07-01 12:20:00,9000.0
2025-07-01 12:25:00,9000.0
2025-07-01 12:30:00,6656.91
2025-07-01 12:35:00,0.0
2025-07-01 12:40:00,0.0
2025-07-01 12:45:00,0.0
2025-07-01 12:50:00,0.0
2025-07-01 12:55:00,0.0
2025-07-01 13:00:00,0.0
2025-07-01 13:05:00,0.0
2025-07-01 13:10:00,0.0
2025-07-01 13:15:00,0.0
2025-07-01 13:20:00,0.0
2025-07-01 13:25:00,0.0
2025-07-01 13:30:00,0.0
2025-07-01 13:35:00,0.0
2025-07-01 13:40:00,0.0
2025-07-01 13:45:00,0.0
2025-07-01 13:50:00,0.0
2025-07-01 13:55:00,0.0
2025-07-01 14:00:00,0.0
2025-07-01 14:05:00,0.0
2025-07-01 14:10:00,0.0
2025-07-01 14:15:00,0.0
2025-07-01 14:20:00,0.0
2025-07-01 14:25:00,0.0
2025-07-01 14:30:00,0.0
2025-07-01 14:35:00,0.0
2025-07-01 14:40:00,0.0
2025-07-01 14:45:00,0.0
2025-07-01 14:50:00,0.0
