Time,Load_kW,Wind_kW,Served_kW,Charge_kW,Discharge_kW,SOC,Curtail_kW
2025-09-09 12:15:00,81840.0,13113.395196798032,11145.112775567268,3934.0185590394103,1965.7361378086453,0.10065700280901763,0.0
2025-09-09 12:30:00,80960.0,20733.911745418547,17843.49153016398,6220.173523625564,3329.753308370998,0.10103880330411986,0.0
2025-09-09 12:45:00,80960.0,31385.19531360255,27234.391589918458,9415.558594080765,5264.754870396671,0.10157245024443695,0.0
2025-09-09 13:00:00,80080.0,45231.18531193338,39631.15851238328,13569.355593580014,7969.32879402991,0.1022661572658462,0.0
2025-09-09 13:15:00,80080.0,44996.173741037004,42982.42419313199,13498.852122311102,11485.10257440609,0.1022543827970749,0.0
2025-09-09 13:30:00,80080.0,44761.162170140546,42758.24195542248,13428.348651042164,11425.428436324104,0.10224260832830359,0.0
2025-09-09 13:45:00,80960.0,44526.15059924407,42534.05971771297,13357.845179773221,11365.754298242116,0.10223083385953226,0.0
2025-09-09 14:00:00,82720.0,44291.13902834765,42309.87748000338,13287.341708504297,11306.080160160023,0.10221905939076095,0.0
2025-09-09 14:15:00,82720.0,37927.17904242364,37795.43135177458,11378.153712727093,11246.406022078037,0.10190021445972061,0.0
2025-09-09 14:30:00,82720.0,32347.251744311536,32273.545523470304,9704.175523293461,9630.469302452226,0.10162065086433161,0.0
2025-09-09 14:45:00,81840.0,27294.3448105127,27319.655530274482,8188.303443153809,8213.614162915592,0.10136749186169428,0.0
2025-09-09 15:00:00,81840.0,22826.284944496685,22908.979495433017,6847.885483349005,6930.580034285337,0.10114363466538648,0.0
2025-09-09 15:15:00,81840.0,22210.00082504621,21343.05085063891,6663.000247513863,5796.050273106564,0.10111275781072335,0.0
2025-09-09 15:30:00,81840.0,21593.71670559573,20755.165103412746,6478.1150116787185,5639.563409495736,0.1010818809560602,0.0
2025-09-09 15:45:00,82720.0,20977.43258614527,20167.2793561866,6293.229775843582,5483.076545884907,0.10105100410139704,0.0
2025-09-09 16:00:00,81840.0,20493.930141300752,19672.3407811845,6148.179042390226,5326.589682273972,0.1010267798284561,0.0
2025-09-09 16:15:00,81840.0,19893.976131006206,19129.602033183404,5968.192839301862,5203.81874147906,0.10099672113929671,0.0
2025-09-09 16:30:00,80960.0,19294.022120711674,18557.293903683258,5788.206636213502,5051.478419185086,0.10096666245013731,0.0
2025-09-09 16:45:00,80960.0,18694.06811041715,17984.985774183115,5608.220433125145,4899.138096891111,0.10093660376097792,0.0
2025-09-09 17:00:00,80960.0,18094.11410012262,17412.67764468297,5428.234230036786,4746.797774597137,0.10090654507181852,0.0
2025-09-09 17:15:00,80080.0,19054.04051659386,17932.285813918865,5716.212154978159,4594.457452303162,0.10095463897447354,0.0
2025-09-09 17:30:00,80960.0,20013.966933065112,18847.97882111908,6004.190079919534,4838.201967973499,0.1010027328771286,0.0
2025-09-09 17:45:00,80960.0,20977.43258614524,19766.149293945615,6293.2297758435725,5081.946483643945,0.10105100410139704,0.0
2025-09-09 18:00:00,82720.0,22210.00082504621,20873.59025980632,6663.000247513863,5326.589682273972,0.10111275781072335,0.0
2025-09-09 18:15:00,82720.0,22055.9297951836,21078.714266124258,6616.7789385550805,5639.563409495736,0.10110503859705755,0.0
2025-09-09 18:30:00,81840.0,21901.858765320972,20931.742829317656,6570.557629596293,5600.441693592975,0.10109731938339178,0.0
2025-09-09 18:45:00,80960.0,21747.787735458336,20784.77139251116,6524.336320637501,5561.319977690322,0.10108960016972598,0.0
2025-09-09 19:00:00,80080.0,21593.71670559573,20637.799955704573,6478.1150116787185,5522.198261787561,0.1010818809560602,0.0
2025-09-09 19:15:00,80080.0,18934.04971453496,18736.91134605938,5680.2149143604875,5483.076545884907,0.10094862723664168,0.0
2025-09-09 19:30:00,80080.0,16414.242871297905,16297.703913423284,4924.272861389371,4807.733903514748,0.1008223807421722,0.0
2025-09-09 19:45:00,80960.0,14015.101224104608,13978.475406753216,4204.530367231382,4167.904549879991,0.10070217977378974,0.0
2025-09-09 20:00:00,81840.0,12121.518566760788,12043.777499557227,3636.4555700282363,3558.7145028246755,0.10060730814776829,0.0
2025-09-09 20:15:00,81840.0,10768.959525800925,10616.167662532538,3230.687857740277,3077.895994471889,0.10053954270061012,0.0
