,power_opt,time
2025-05-01 00:00:00,-2729.626,2025-05-01 00:00:00
2025-05-01 00:05:00,-2669.636,2025-05-01 00:05:00
2025-05-01 00:10:00,-2725.606,2025-05-01 00:10:00
2025-05-01 00:15:00,-2697.626,2025-05-01 00:15:00
2025-05-01 00:20:00,-2665.626,2025-05-01 00:20:00
2025-05-01 00:25:00,-2697.636,2025-05-01 00:25:00
2025-05-01 00:30:00,-2721.626,2025-05-01 00:30:00
2025-05-01 00:35:00,-2789.626,2025-05-01 00:35:00
2025-05-01 00:40:00,-2681.576,2025-05-01 00:40:00
2025-05-01 00:45:00,-2797.616,2025-05-01 00:45:00
2025-05-01 00:50:00,-2777.626,2025-05-01 00:50:00
2025-05-01 00:55:00,-2793.596,2025-05-01 00:55:00
2025-05-01 01:00:00,-2721.606,2025-05-01 01:00:00
2025-05-01 01:05:00,-2773.576,2025-05-01 01:05:00
2025-05-01 01:10:00,-2705.596,2025-05-01 01:10:00
2025-05-01 01:15:00,-2677.616,2025-05-01 01:15:00
2025-05-01 01:20:00,-2785.586,2025-05-01 01:20:00
2025-05-01 01:25:00,-2753.616,2025-05-01 01:25:00
2025-05-01 01:30:00,-2741.596,2025-05-01 01:30:00
2025-05-01 01:35:00,-2789.596,2025-05-01 01:35:00
2025-05-01 01:40:00,-2745.586,2025-05-01 01:40:00
2025-05-01 01:45:00,-2777.636,2025-05-01 01:45:00
2025-05-01 01:50:00,-2837.626,2025-05-01 01:50:00
2025-05-01 01:55:00,-2777.606,2025-05-01 01:55:00
2025-05-01 02:00:00,-2865.596,2025-05-01 02:00:00
2025-05-01 02:05:00,-2845.606,2025-05-01 02:05:00
2025-05-01 02:10:00,-2937.616,2025-05-01 02:10:00
2025-05-01 02:15:00,-2837.596,2025-05-01 02:15:00
2025-05-01 02:20:00,-2865.576,2025-05-01 02:20:00
2025-05-01 02:25:00,-2829.626,2025-05-01 02:25:00
2025-05-01 02:30:00,-2885.606,2025-05-01 02:30:00
2025-05-01 02:35:00,-2969.596,2025-05-01 02:35:00
2025-05-01 02:40:00,-3013.626,2025-05-01 02:40:00
2025-05-01 02:45:00,-2897.576,2025-05-01 02:45:00
2025-05-01 02:50:00,-2781.606,2025-05-01 02:50:00
2025-05-01 02:55:00,-2761.606,2025-05-01 02:55:00
2025-05-01 03:00:00,-2705.626,2025-05-01 03:00:00
2025-05-01 03:05:00,-2797.616,2025-05-01 03:05:00
2025-05-01 03:10:00,-2645.656,2025-05-01 03:10:00
2025-05-01 03:15:00,-2721.636,2025-05-01 03:15:00
2025-05-01 03:20:00,-2789.576,2025-05-01 03:20:00
2025-05-01 03:25:00,-2709.606,2025-05-01 03:25:00
2025-05-01 03:30:00,-2737.636,2025-05-01 03:30:00
2025-05-01 03:35:00,-2809.616,2025-05-01 03:35:00
2025-05-01 03:40:00,-2749.626,2025-05-01 03:40:00
2025-05-01 03:45:00,-2741.636,2025-05-01 03:45:00
2025-05-01 03:50:00,-2765.626,2025-05-01 03:50:00
2025-05-01 03:55:00,-2745.616,2025-05-01 03:55:00
2025-05-01 04:00:00,-2749.626,2025-05-01 04:00:00
2025-05-01 04:05:00,-2785.616,2025-05-01 04:05:00
2025-05-01 04:10:00,-2781.616,2025-05-01 04:10:00
2025-05-01 04:15:00,-3009.616,2025-05-01 04:15:00
2025-05-01 04:20:00,-3045.616,2025-05-01 04:20:00
2025-05-01 04:25:00,-2793.596,2025-05-01 04:25:00
2025-05-01 04:30:00,-2769.606,2025-05-01 04:30:00
2025-05-01 04:35:00,-2729.636,2025-05-01 04:35:00
2025-05-01 04:40:00,-2773.636,2025-05-01 04:40:00
2025-05-01 04:45:00,-2761.556,2025-05-01 04:45:00
2025-05-01 04:50:00,-2753.606,2025-05-01 04:50:00
2025-05-01 04:55:00,-2849.596,2025-05-01 04:55:00
2025-05-01 05:00:00,-2761.646,2025-05-01 05:00:00
2025-05-01 05:05:00,-2745.596,2025-05-01 05:05:00
2025-05-01 05:10:00,-2709.606,2025-05-01 05:10:00
2025-05-01 05:15:00,-2773.636,2025-05-01 05:15:00
2025-05-01 05:20:00,-2805.616,2025-05-01 05:20:00
2025-05-01 05:25:00,-2785.626,2025-05-01 05:25:00
2025-05-01 05:30:00,-2785.596,2025-05-01 05:30:00
2025-05-01 05:35:00,-2821.636,2025-05-01 05:35:00
