,power_opt,time
2025-05-01 00:00:00,-2934.676,2025-05-01 00:00:00
2025-05-01 00:05:00,-2934.706,2025-05-01 00:05:00
2025-05-01 00:10:00,-2934.718,2025-05-01 00:10:00
2025-05-01 00:15:00,-2934.729,2025-05-01 00:15:00
2025-05-01 00:20:00,-2934.739,2025-05-01 00:20:00
2025-05-01 00:25:00,-2934.743,2025-05-01 00:25:00
2025-05-01 00:30:00,-2934.748,2025-05-01 00:30:00
2025-05-01 00:35:00,-2934.749,2025-05-01 00:35:00
2025-05-01 00:40:00,-2934.76,2025-05-01 00:40:00
2025-05-01 00:45:00,-2934.757,2025-05-01 00:45:00
2025-05-01 00:50:00,-2934.762,2025-05-01 00:50:00
2025-05-01 00:55:00,-2934.764,2025-05-01 00:55:00
2025-05-01 01:00:00,-2934.772,2025-05-01 01:00:00
2025-05-01 01:05:00,-2934.771,2025-05-01 01:05:00
2025-05-01 01:10:00,-2934.778,2025-05-01 01:10:00
2025-05-01 01:15:00,-2934.783,2025-05-01 01:15:00
2025-05-01 01:20:00,-2934.777,2025-05-01 01:20:00
2025-05-01 01:25:00,-2934.781,2025-05-01 01:25:00
2025-05-01 01:30:00,-2934.783,2025-05-01 01:30:00
2025-05-01 01:35:00,-2934.781,2025-05-01 01:35:00
2025-05-01 01:40:00,-2934.785,2025-05-01 01:40:00
2025-05-01 01:45:00,-2934.784,2025-05-01 01:45:00
2025-05-01 01:50:00,-2934.781,2025-05-01 01:50:00
2025-05-01 01:55:00,-2934.785,2025-05-01 01:55:00
2025-05-01 02:00:00,-2934.781,2025-05-01 02:00:00
2025-05-01 02:05:00,-2934.782,2025-05-01 02:05:00
2025-05-01 02:10:00,-2934.778,2025-05-01 02:10:00
2025-05-01 02:15:00,-2934.783,2025-05-01 02:15:00
2025-05-01 02:20:00,-2934.782,2025-05-01 02:20:00
2025-05-01 02:25:00,-2934.784,2025-05-01 02:25:00
2025-05-01 02:30:00,-2934.781,2025-05-01 02:30:00
2025-05-01 02:35:00,-2934.778,2025-05-01 02:35:00
2025-05-01 02:40:00,-2934.776,2025-05-01 02:40:00
2025-05-01 02:45:00,-2934.781,2025-05-01 02:45:00
2025-05-01 02:50:00,-2934.787,2025-05-01 02:50:00
2025-05-01 02:55:00,-2934.789,2025-05-01 02:55:00
2025-05-01 03:00:00,-2934.793,2025-05-01 03:00:00
2025-05-01 03:05:00,-2934.787,2025-05-01 03:05:00
2025-05-01 03:10:00,-2934.798,2025-05-01 03:10:00
2025-05-01 03:15:00,-2934.792,2025-05-01 03:15:00
2025-05-01 03:20:00,-2934.788,2025-05-01 03:20:00
2025-05-01 03:25:00,-2934.793,2025-05-01 03:25:00
2025-05-01 03:30:00,-2934.791,2025-05-01 03:30:00
2025-05-01 03:35:00,-2934.787,2025-05-01 03:35:00
2025-05-01 03:40:00,-2934.79,2025-05-01 03:40:00
2025-05-01 03:45:00,-2934.791,2025-05-01 03:45:00
