,power_opt,time
2025-05-01 00:00:00,-1978.878,2025-05-01 00:00:00
2025-05-01 00:05:00,-1918.888,2025-05-01 00:05:00
2025-05-01 00:10:00,-1974.858,2025-05-01 00:10:00
2025-05-01 00:15:00,-1946.878,2025-05-01 00:15:00
2025-05-01 00:20:00,-1914.878,2025-05-01 00:20:00
2025-05-01 00:25:00,-1946.888,2025-05-01 00:25:00
2025-05-01 00:30:00,-1970.878,2025-05-01 00:30:00
2025-05-01 00:35:00,-2038.878,2025-05-01 00:35:00
2025-05-01 00:40:00,-1930.828,2025-05-01 00:40:00
2025-05-01 00:45:00,-2046.868,2025-05-01 00:45:00
2025-05-01 00:50:00,-2026.878,2025-05-01 00:50:00
2025-05-01 00:55:00,-2042.848,2025-05-01 00:55:00
2025-05-01 01:00:00,-1970.858,2025-05-01 01:00:00
2025-05-01 01:05:00,-2022.828,2025-05-01 01:05:00
2025-05-01 01:10:00,-1954.848,2025-05-01 01:10:00
2025-05-01 01:15:00,-1926.868,2025-05-01 01:15:00
2025-05-01 01:20:00,-2034.838,2025-05-01 01:20:00
2025-05-01 01:25:00,-2002.868,2025-05-01 01:25:00
2025-05-01 01:30:00,-1990.848,2025-05-01 01:30:00
2025-05-01 01:35:00,-2038.848,2025-05-01 01:35:00
2025-05-01 01:40:00,-1994.838,2025-05-01 01:40:00
2025-05-01 01:45:00,-2026.888,2025-05-01 01:45:00
2025-05-01 01:50:00,-2086.878,2025-05-01 01:50:00
2025-05-01 01:55:00,-2026.858,2025-05-01 01:55:00
2025-05-01 02:00:00,-2114.848,2025-05-01 02:00:00
2025-05-01 02:05:00,-2094.858,2025-05-01 02:05:00
2025-05-01 02:10:00,-2186.868,2025-05-01 02:10:00
2025-05-01 02:15:00,-2086.848,2025-05-01 02:15:00
2025-05-01 02:20:00,-2114.828,2025-05-01 02:20:00
2025-05-01 02:25:00,-2078.878,2025-05-01 02:25:00
2025-05-01 02:30:00,-2134.858,2025-05-01 02:30:00
2025-05-01 02:35:00,-2218.848,2025-05-01 02:35:00
2025-05-01 02:40:00,-2262.878,2025-05-01 02:40:00
2025-05-01 02:45:00,-2146.828,2025-05-01 02:45:00
