time,power_opt,time
2024-07-01 10:15:00,996.349,2024-07-01 10:15:00
2024-07-01 10:30:00,997.439,2024-07-01 10:30:00
2024-07-01 10:45:00,997.933,2024-07-01 10:45:00
2024-07-01 11:00:00,-521.792,2024-07-01 11:00:00
2024-07-01 11:15:00,-660.992,2024-07-01 11:15:00
2024-07-01 11:30:00,-482.192,2024-07-01 11:30:00
2024-07-01 11:45:00,-572.192,2024-07-01 11:45:00
2024-07-01 12:00:00,-500.192,2024-07-01 12:00:00
2024-07-01 12:15:00,-563.792,2024-07-01 12:15:00
2024-07-01 12:30:00,-615.392,2024-07-01 12:30:00
2024-07-01 12:45:00,-780.992,2024-07-01 12:45:00
2024-07-01 13:00:00,0.0,2024-07-01 13:00:00
2024-07-01 13:15:00,0.0,2024-07-01 13:15:00
2024-07-01 13:30:00,0.0,2024-07-01 13:30:00
2024-07-01 13:45:00,0.0,2024-07-01 13:45:00
2024-07-01 14:00:00,0.0,2024-07-01 14:00:00
2024-07-01 14:15:00,0.0,2024-07-01 14:15:00
2024-07-01 14:30:00,0.0,2024-07-01 14:30:00
2024-07-01 14:45:00,0.0,2024-07-01 14:45:00
2024-07-01 15:00:00,0.0,2024-07-01 15:00:00
2024-07-01 15:15:00,0.0,2024-07-01 15:15:00
2024-07-01 15:30:00,0.0,2024-07-01 15:30:00
2024-07-01 15:45:00,0.0,2024-07-01 15:45:00
2024-07-01 16:00:00,525.097,2024-07-01 16:00:00
2024-07-01 16:15:00,352.059,2024-07-01 16:15:00
2024-07-01 16:30:00,274.586,2024-07-01 16:30:00
2024-07-01 16:45:00,221.411,2024-07-01 16:45:00
2024-07-01 17:00:00,215.632,2024-07-01 17:00:00
2024-07-01 17:15:00,192.953,2024-07-01 17:15:00
2024-07-01 17:30:00,195.539,2024-07-01 17:30:00
2024-07-01 17:45:00,186.418,2024-07-01 17:45:00
2024-07-01 18:00:00,164.551,2024-07-01 18:00:00
2024-07-01 18:15:00,162.474,2024-07-01 18:15:00
2024-07-01 18:30:00,157.504,2024-07-01 18:30:00
2024-07-01 18:45:00,154.317,2024-07-01 18:45:00
2024-07-01 19:00:00,154.308,2024-07-01 19:00:00
2024-07-01 19:15:00,149.05,2024-07-01 19:15:00
2024-07-01 19:30:00,156.489,2024-07-01 19:30:00
2024-07-01 19:45:00,148.103,2024-07-01 19:45:00
2024-07-01 20:00:00,150.049,2024-07-01 20:00:00
2024-07-01 20:15:00,154.726,2024-07-01 20:15:00
2024-07-01 20:30:00,152.444,2024-07-01 20:30:00
2024-07-01 20:45:00,152.699,2024-07-01 20:45:00
2024-07-01 21:00:00,166.63,2024-07-01 21:00:00
2024-07-01 21:15:00,161.604,2024-07-01 21:15:00
2024-07-01 21:30:00,160.773,2024-07-01 21:30:00
2024-07-01 21:45:00,163.441,2024-07-01 21:45:00
2024-07-01 22:00:00,173.517,2024-07-01 22:00:00
2024-07-01 22:15:00,190.757,2024-07-01 22:15:00
2024-07-01 22:30:00,200.245,2024-07-01 22:30:00
2024-07-01 22:45:00,208.928,2024-07-01 22:45:00
2024-07-01 23:00:00,241.99,2024-07-01 23:00:00
2024-07-01 23:15:00,269.883,2024-07-01 23:15:00
2024-07-01 23:30:00,359.098,2024-07-01 23:30:00
2024-07-01 23:45:00,522.7,2024-07-01 23:45:00
2024-07-02 00:00:00,0.0,2024-07-02 00:00:00
2024-07-02 00:15:00,0.0,2024-07-02 00:15:00
2024-07-02 00:30:00,0.0,2024-07-02 00:30:00
2024-07-02 00:45:00,0.0,2024-07-02 00:45:00
2024-07-02 01:00:00,0.0,2024-07-02 01:00:00
2024-07-02 01:15:00,0.0,2024-07-02 01:15:00
2024-07-02 01:30:00,0.0,2024-07-02 01:30:00
2024-07-02 01:45:00,0.0,2024-07-02 01:45:00
2024-07-02 02:00:00,-378.962,2024-07-02 02:00:00
2024-07-02 02:15:00,-438.38,2024-07-02 02:15:00
2024-07-02 02:30:00,-393.344,2024-07-02 02:30:00
2024-07-02 02:45:00,-336.152,2024-07-02 02:45:00
2024-07-02 03:00:00,-211.889,2024-07-02 03:00:00
2024-07-02 03:15:00,-221.763,2024-07-02 03:15:00
2024-07-02 03:30:00,-230.609,2024-07-02 03:30:00
2024-07-02 03:45:00,-217.372,2024-07-02 03:45:00
2024-07-02 04:00:00,-278.7,2024-07-02 04:00:00
2024-07-02 04:15:00,-197.12,2024-07-02 04:15:00
2024-07-02 04:30:00,-262.336,2024-07-02 04:30:00
2024-07-02 04:45:00,-220.208,2024-07-02 04:45:00
2024-07-02 05:00:00,-198.597,2024-07-02 05:00:00
2024-07-02 05:15:00,-216.236,2024-07-02 05:15:00
2024-07-02 05:30:00,-199.651,2024-07-02 05:30:00
2024-07-02 05:45:00,-235.493,2024-07-02 05:45:00
2024-07-02 06:00:00,-240.473,2024-07-02 06:00:00
2024-07-02 06:15:00,-240.116,2024-07-02 06:15:00
2024-07-02 06:30:00,-220.184,2024-07-02 06:30:00
2024-07-02 06:45:00,-218.807,2024-07-02 06:45:00
2024-07-02 07:00:00,-276.037,2024-07-02 07:00:00
2024-07-02 07:15:00,-305.782,2024-07-02 07:15:00
2024-07-02 07:30:00,-276.564,2024-07-02 07:30:00
2024-07-02 07:45:00,-328.831,2024-07-02 07:45:00
2024-07-02 08:00:00,-345.445,2024-07-02 08:00:00
2024-07-02 08:15:00,-337.382,2024-07-02 08:15:00
2024-07-02 08:30:00,-344.804,2024-07-02 08:30:00
2024-07-02 08:45:00,-454.909,2024-07-02 08:45:00
2024-07-02 09:00:00,4.374,2024-07-02 09:00:00
2024-07-02 09:15:00,3.283,2024-07-02 09:15:00
2024-07-02 09:30:00,3.471,2024-07-02 09:30:00
2024-07-02 09:45:00,4.279,2024-07-02 09:45:00
2024-07-02 10:00:00,7.468,2024-07-02 10:00:00
2024-07-02 10:15:00,333.943,2024-07-02 10:15:00
2024-07-02 10:30:00,991.221,2024-07-02 10:30:00
2024-07-02 10:45:00,995.637,2024-07-02 10:45:00
2024-07-02 11:00:00,-347.792,2024-07-02 11:00:00
2024-07-02 11:15:00,-328.592,2024-07-02 11:15:00
2024-07-02 11:30:00,-272.192,2024-07-02 11:30:00
2024-07-02 11:45:00,-334.592,2024-07-02 11:45:00
2024-07-02 12:00:00,-411.392,2024-07-02 12:00:00
2024-07-02 12:15:00,-308.192,2024-07-02 12:15:00
2024-07-02 12:30:00,-317.792,2024-07-02 12:30:00
2024-07-02 12:45:00,-360.992,2024-07-02 12:45:00
2024-07-02 13:00:00,0.0,2024-07-02 13:00:00
2024-07-02 13:15:00,0.0,2024-07-02 13:15:00
2024-07-02 13:30:00,0.0,2024-07-02 13:30:00
2024-07-02 13:45:00,0.0,2024-07-02 13:45:00
2024-07-02 14:00:00,0.0,2024-07-02 14:00:00
2024-07-02 14:15:00,14.615,2024-07-02 14:15:00
2024-07-02 14:30:00,-2.627,2024-07-02 14:30:00
2024-07-02 14:45:00,-2.472,2024-07-02 14:45:00
2024-07-02 15:00:00,-2.676,2024-07-02 15:00:00
2024-07-02 15:15:00,-2.375,2024-07-02 15:15:00
2024-07-02 15:30:00,-2.693,2024-07-02 15:30:00
2024-07-02 15:45:00,-3.94,2024-07-02 15:45:00
2024-07-02 16:00:00,497.203,2024-07-02 16:00:00
2024-07-02 16:15:00,344.412,2024-07-02 16:15:00
2024-07-02 16:30:00,306.564,2024-07-02 16:30:00
2024-07-02 16:45:00,259.109,2024-07-02 16:45:00
2024-07-02 17:00:00,226.642,2024-07-02 17:00:00
2024-07-02 17:15:00,235.474,2024-07-02 17:15:00
2024-07-02 17:30:00,204.189,2024-07-02 17:30:00
2024-07-02 17:45:00,167.276,2024-07-02 17:45:00
2024-07-02 18:00:00,185.844,2024-07-02 18:00:00
2024-07-02 18:15:00,144.462,2024-07-02 18:15:00
2024-07-02 18:30:00,169.426,2024-07-02 18:30:00
2024-07-02 18:45:00,171.151,2024-07-02 18:45:00
2024-07-02 19:00:00,137.616,2024-07-02 19:00:00
2024-07-02 19:15:00,148.402,2024-07-02 19:15:00
2024-07-02 19:30:00,140.972,2024-07-02 19:30:00
2024-07-02 19:45:00,135.301,2024-07-02 19:45:00
2024-07-02 20:00:00,163.545,2024-07-02 20:00:00
2024-07-02 20:15:00,139.39,2024-07-02 20:15:00
2024-07-02 20:30:00,150.038,2024-07-02 20:30:00
2024-07-02 20:45:00,151.165,2024-07-02 20:45:00
2024-07-02 21:00:00,158.965,2024-07-02 21:00:00
2024-07-02 21:15:00,158.097,2024-07-02 21:15:00
2024-07-02 21:30:00,153.88,2024-07-02 21:30:00
2024-07-02 21:45:00,165.331,2024-07-02 21:45:00
2024-07-02 22:00:00,184.896,2024-07-02 22:00:00
2024-07-02 22:15:00,188.774,2024-07-02 22:15:00
2024-07-02 22:30:00,180.552,2024-07-02 22:30:00
2024-07-02 22:45:00,207.322,2024-07-02 22:45:00
2024-07-02 23:00:00,237.755,2024-07-02 23:00:00
2024-07-02 23:15:00,283.947,2024-07-02 23:15:00
2024-07-02 23:30:00,333.525,2024-07-02 23:30:00
2024-07-02 23:45:00,508.75,2024-07-02 23:45:00
2024-07-03 00:00:00,0.0,2024-07-03 00:00:00
2024-07-03 00:15:00,0.0,2024-07-03 00:15:00
2024-07-03 00:30:00,0.0,2024-07-03 00:30:00
2024-07-03 00:45:00,0.0,2024-07-03 00:45:00
2024-07-03 01:00:00,0.0,2024-07-03 01:00:00
2024-07-03 01:15:00,0.0,2024-07-03 01:15:00
2024-07-03 01:30:00,0.0,2024-07-03 01:30:00
2024-07-03 01:45:00,0.0,2024-07-03 01:45:00
2024-07-03 02:00:00,-228.926,2024-07-03 02:00:00
2024-07-03 02:15:00,-369.192,2024-07-03 02:15:00
2024-07-03 02:30:00,-197.562,2024-07-03 02:30:00
2024-07-03 02:45:00,-264.704,2024-07-03 02:45:00
2024-07-03 03:00:00,-364.351,2024-07-03 03:00:00
2024-07-03 03:15:00,-171.871,2024-07-03 03:15:00
2024-07-03 03:30:00,-335.443,2024-07-03 03:30:00
2024-07-03 03:45:00,-389.294,2024-07-03 03:45:00
2024-07-03 04:00:00,-241.407,2024-07-03 04:00:00
2024-07-03 04:15:00,-270.169,2024-07-03 04:15:00
2024-07-03 04:30:00,-264.888,2024-07-03 04:30:00
2024-07-03 04:45:00,-206.552,2024-07-03 04:45:00
2024-07-03 05:00:00,-293.094,2024-07-03 05:00:00
2024-07-03 05:15:00,-222.84,2024-07-03 05:15:00
2024-07-03 05:30:00,-188.805,2024-07-03 05:30:00
2024-07-03 05:45:00,-259.791,2024-07-03 05:45:00
2024-07-03 06:00:00,-237.463,2024-07-03 06:00:00
2024-07-03 06:15:00,-235.377,2024-07-03 06:15:00
2024-07-03 06:30:00,-318.682,2024-07-03 06:30:00
2024-07-03 06:45:00,-317.22,2024-07-03 06:45:00
2024-07-03 07:00:00,-183.906,2024-07-03 07:00:00
2024-07-03 07:15:00,-314.764,2024-07-03 07:15:00
2024-07-03 07:30:00,-229.355,2024-07-03 07:30:00
2024-07-03 07:45:00,-335.166,2024-07-03 07:45:00
2024-07-03 08:00:00,-350.359,2024-07-03 08:00:00
2024-07-03 08:15:00,-310.242,2024-07-03 08:15:00
2024-07-03 08:30:00,-369.763,2024-07-03 08:30:00
2024-07-03 08:45:00,-354.96,2024-07-03 08:45:00
2024-07-03 09:00:00,3.786,2024-07-03 09:00:00
2024-07-03 09:15:00,2.688,2024-07-03 09:15:00
2024-07-03 09:30:00,2.626,2024-07-03 09:30:00
2024-07-03 09:45:00,2.967,2024-07-03 09:45:00
2024-07-03 10:00:00,3.869,2024-07-03 10:00:00
2024-07-03 10:15:00,6.541,2024-07-03 10:15:00
2024-07-03 10:30:00,536.156,2024-07-03 10:30:00
2024-07-03 10:45:00,994.412,2024-07-03 10:45:00
2024-07-03 11:00:00,-261.392,2024-07-03 11:00:00
2024-07-03 11:15:00,-257.792,2024-07-03 11:15:00
2024-07-03 11:30:00,-350.192,2024-07-03 11:30:00
2024-07-03 11:45:00,-365.792,2024-07-03 11:45:00
2024-07-03 12:00:00,-166.592,2024-07-03 12:00:00
2024-07-03 12:15:00,-273.392,2024-07-03 12:15:00
2024-07-03 12:30:00,-101.792,2024-07-03 12:30:00
2024-07-03 12:45:00,9.807,2024-07-03 12:45:00
2024-07-03 13:00:00,-0.712,2024-07-03 13:00:00
2024-07-03 13:15:00,-0.713,2024-07-03 13:15:00
2024-07-03 13:30:00,-0.741,2024-07-03 13:30:00
2024-07-03 13:45:00,-0.744,2024-07-03 13:45:00
2024-07-03 14:00:00,-0.772,2024-07-03 14:00:00
2024-07-03 14:15:00,-0.758,2024-07-03 14:15:00
2024-07-03 14:30:00,-0.825,2024-07-03 14:30:00
2024-07-03 14:45:00,-0.877,2024-07-03 14:45:00
2024-07-03 15:00:00,-0.857,2024-07-03 15:00:00
2024-07-03 15:15:00,-1.015,2024-07-03 15:15:00
2024-07-03 15:30:00,-1.193,2024-07-03 15:30:00
2024-07-03 15:45:00,-2.049,2024-07-03 15:45:00
2024-07-03 16:00:00,458.804,2024-07-03 16:00:00
2024-07-03 16:15:00,330.951,2024-07-03 16:15:00
2024-07-03 16:30:00,254.071,2024-07-03 16:30:00
2024-07-03 16:45:00,246.323,2024-07-03 16:45:00
2024-07-03 17:00:00,237.132,2024-07-03 17:00:00
2024-07-03 17:15:00,215.43,2024-07-03 17:15:00
2024-07-03 17:30:00,190.939,2024-07-03 17:30:00
2024-07-03 17:45:00,169.261,2024-07-03 17:45:00
2024-07-03 18:00:00,160.628,2024-07-03 18:00:00
2024-07-03 18:15:00,136.023,2024-07-03 18:15:00
2024-07-03 18:30:00,262.974,2024-07-03 18:30:00
2024-07-03 18:45:00,202.378,2024-07-03 18:45:00
2024-07-03 19:00:00,159.54,2024-07-03 19:00:00
2024-07-03 19:15:00,175.345,2024-07-03 19:15:00
2024-07-03 19:30:00,163.102,2024-07-03 19:30:00
2024-07-03 19:45:00,154.411,2024-07-03 19:45:00
2024-07-03 20:00:00,145.431,2024-07-03 20:00:00
2024-07-03 20:15:00,132.654,2024-07-03 20:15:00
2024-07-03 20:30:00,140.459,2024-07-03 20:30:00
2024-07-03 20:45:00,175.224,2024-07-03 20:45:00
2024-07-03 21:00:00,147.036,2024-07-03 21:00:00
2024-07-03 21:15:00,148.678,2024-07-03 21:15:00
2024-07-03 21:30:00,147.186,2024-07-03 21:30:00
2024-07-03 21:45:00,193.065,2024-07-03 21:45:00
2024-07-03 22:00:00,173.773,2024-07-03 22:00:00
2024-07-03 22:15:00,225.069,2024-07-03 22:15:00
2024-07-03 22:30:00,184.925,2024-07-03 22:30:00
2024-07-03 22:45:00,235.649,2024-07-03 22:45:00
2024-07-03 23:00:00,254.366,2024-07-03 23:00:00
2024-07-03 23:15:00,232.408,2024-07-03 23:15:00
2024-07-03 23:30:00,314.219,2024-07-03 23:30:00
2024-07-03 23:45:00,472.522,2024-07-03 23:45:00
2024-07-04 00:00:00,0.0,2024-07-04 00:00:00
2024-07-04 00:15:00,0.0,2024-07-04 00:15:00
2024-07-04 00:30:00,0.0,2024-07-04 00:30:00
2024-07-04 00:45:00,0.0,2024-07-04 00:45:00
2024-07-04 01:00:00,0.0,2024-07-04 01:00:00
2024-07-04 01:15:00,0.0,2024-07-04 01:15:00
2024-07-04 01:30:00,0.0,2024-07-04 01:30:00
2024-07-04 01:45:00,0.0,2024-07-04 01:45:00
2024-07-04 02:00:00,-272.706,2024-07-04 02:00:00
2024-07-04 02:15:00,-218.382,2024-07-04 02:15:00
2024-07-04 02:30:00,-179.73,2024-07-04 02:30:00
2024-07-04 02:45:00,-85.989,2024-07-04 02:45:00
2024-07-04 03:00:00,-263.516,2024-07-04 03:00:00
2024-07-04 03:15:00,-223.733,2024-07-04 03:15:00
2024-07-04 03:30:00,-210.641,2024-07-04 03:30:00
2024-07-04 03:45:00,-326.133,2024-07-04 03:45:00
2024-07-04 04:00:00,-144.027,2024-07-04 04:00:00
2024-07-04 04:15:00,-370.612,2024-07-04 04:15:00
2024-07-04 04:30:00,-288.913,2024-07-04 04:30:00
2024-07-04 04:45:00,-388.728,2024-07-04 04:45:00
2024-07-04 05:00:00,-289.642,2024-07-04 05:00:00
2024-07-04 05:15:00,-253.529,2024-07-04 05:15:00
2024-07-04 05:30:00,-269.973,2024-07-04 05:30:00
2024-07-04 05:45:00,-276.585,2024-07-04 05:45:00
2024-07-04 06:00:00,-425.843,2024-07-04 06:00:00
2024-07-04 06:15:00,-344.553,2024-07-04 06:15:00
2024-07-04 06:30:00,-302.311,2024-07-04 06:30:00
2024-07-04 06:45:00,-381.372,2024-07-04 06:45:00
2024-07-04 07:00:00,-291.905,2024-07-04 07:00:00
2024-07-04 07:15:00,-233.848,2024-07-04 07:15:00
2024-07-04 07:30:00,-414.904,2024-07-04 07:30:00
2024-07-04 07:45:00,-197.13,2024-07-04 07:45:00
2024-07-04 08:00:00,-347.854,2024-07-04 08:00:00
2024-07-04 08:15:00,-260.688,2024-07-04 08:15:00
2024-07-04 08:30:00,-316.868,2024-07-04 08:30:00
2024-07-04 08:45:00,-246.032,2024-07-04 08:45:00
2024-07-04 09:00:00,3.934,2024-07-04 09:00:00
2024-07-04 09:15:00,2.803,2024-07-04 09:15:00
2024-07-04 09:30:00,2.764,2024-07-04 09:30:00
2024-07-04 09:45:00,3.259,2024-07-04 09:45:00
2024-07-04 10:00:00,4.629,2024-07-04 10:00:00
2024-07-04 10:15:00,7.356,2024-07-04 10:15:00
2024-07-04 10:30:00,790.994,2024-07-04 10:30:00
2024-07-04 10:45:00,994.115,2024-07-04 10:45:00
2024-07-04 11:00:00,-172.592,2024-07-04 11:00:00
2024-07-04 11:15:00,-161.792,2024-07-04 11:15:00
2024-07-04 11:30:00,-362.192,2024-07-04 11:30:00
2024-07-04 11:45:00,-294.992,2024-07-04 11:45:00
2024-07-04 12:00:00,-123.392,2024-07-04 12:00:00
2024-07-04 12:15:00,-339.392,2024-07-04 12:15:00
2024-07-04 12:30:00,-335.792,2024-07-04 12:30:00
2024-07-04 12:45:00,-280.592,2024-07-04 12:45:00
2024-07-04 13:00:00,0.0,2024-07-04 13:00:00
2024-07-04 13:15:00,0.0,2024-07-04 13:15:00
2024-07-04 13:30:00,0.0,2024-07-04 13:30:00
2024-07-04 13:45:00,0.0,2024-07-04 13:45:00
2024-07-04 14:00:00,0.0,2024-07-04 14:00:00
2024-07-04 14:15:00,0.0,2024-07-04 14:15:00
2024-07-04 14:30:00,0.0,2024-07-04 14:30:00
2024-07-04 14:45:00,0.0,2024-07-04 14:45:00
2024-07-04 15:00:00,0.0,2024-07-04 15:00:00
2024-07-04 15:15:00,0.0,2024-07-04 15:15:00
2024-07-04 15:30:00,0.0,2024-07-04 15:30:00
2024-07-04 15:45:00,0.0,2024-07-04 15:45:00
2024-07-04 16:00:00,488.093,2024-07-04 16:00:00
2024-07-04 16:15:00,376.927,2024-07-04 16:15:00
2024-07-04 16:30:00,259.371,2024-07-04 16:30:00
2024-07-04 16:45:00,251.778,2024-07-04 16:45:00
2024-07-04 17:00:00,222.123,2024-07-04 17:00:00
2024-07-04 17:15:00,199.46,2024-07-04 17:15:00
2024-07-04 17:30:00,176.27,2024-07-04 17:30:00
2024-07-04 17:45:00,185.76,2024-07-04 17:45:00
2024-07-04 18:00:00,195.575,2024-07-04 18:00:00
2024-07-04 18:15:00,173.663,2024-07-04 18:15:00
2024-07-04 18:30:00,180.419,2024-07-04 18:30:00
2024-07-04 18:45:00,159.97,2024-07-04 18:45:00
2024-07-04 19:00:00,154.957,2024-07-04 19:00:00
2024-07-04 19:15:00,147.029,2024-07-04 19:15:00
2024-07-04 19:30:00,142.513,2024-07-04 19:30:00
2024-07-04 19:45:00,145.809,2024-07-04 19:45:00
2024-07-04 20:00:00,137.153,2024-07-04 20:00:00
2024-07-04 20:15:00,157.666,2024-07-04 20:15:00
2024-07-04 20:30:00,158.231,2024-07-04 20:30:00
2024-07-04 20:45:00,141.538,2024-07-04 20:45:00
2024-07-04 21:00:00,143.443,2024-07-04 21:00:00
2024-07-04 21:15:00,166.378,2024-07-04 21:15:00
2024-07-04 21:30:00,179.315,2024-07-04 21:30:00
2024-07-04 21:45:00,170.032,2024-07-04 21:45:00
2024-07-04 22:00:00,169.959,2024-07-04 22:00:00
2024-07-04 22:15:00,175.062,2024-07-04 22:15:00
2024-07-04 22:30:00,228.636,2024-07-04 22:30:00
2024-07-04 22:45:00,216.593,2024-07-04 22:45:00
2024-07-04 23:00:00,266.669,2024-07-04 23:00:00
2024-07-04 23:15:00,252.102,2024-07-04 23:15:00
2024-07-04 23:30:00,328.995,2024-07-04 23:30:00
2024-07-04 23:45:00,488.485,2024-07-04 23:45:00
2024-07-05 00:00:00,0.0,2024-07-05 00:00:00
2024-07-05 00:15:00,0.0,2024-07-05 00:15:00
2024-07-05 00:30:00,0.0,2024-07-05 00:30:00
2024-07-05 00:45:00,0.0,2024-07-05 00:45:00
2024-07-05 01:00:00,0.0,2024-07-05 01:00:00
2024-07-05 01:15:00,0.0,2024-07-05 01:15:00
2024-07-05 01:30:00,0.0,2024-07-05 01:30:00
2024-07-05 01:45:00,0.0,2024-07-05 01:45:00
2024-07-05 02:00:00,-471.66,2024-07-05 02:00:00
2024-07-05 02:15:00,-330.7,2024-07-05 02:15:00
2024-07-05 02:30:00,-323.442,2024-07-05 02:30:00
2024-07-05 02:45:00,-441.107,2024-07-05 02:45:00
2024-07-05 03:00:00,-241.124,2024-07-05 03:00:00
2024-07-05 03:15:00,-219.092,2024-07-05 03:15:00
2024-07-05 03:30:00,-286.49,2024-07-05 03:30:00
2024-07-05 03:45:00,-273.752,2024-07-05 03:45:00
2024-07-05 04:00:00,-212.08,2024-07-05 04:00:00
2024-07-05 04:15:00,-213.619,2024-07-05 04:15:00
2024-07-05 04:30:00,-171.563,2024-07-05 04:30:00
2024-07-05 04:45:00,-158.255,2024-07-05 04:45:00
2024-07-05 05:00:00,-225.142,2024-07-05 05:00:00
2024-07-05 05:15:00,-361.252,2024-07-05 05:15:00
2024-07-05 05:30:00,-318.681,2024-07-05 05:30:00
2024-07-05 05:45:00,-346.082,2024-07-05 05:45:00
2024-07-05 06:00:00,-317.657,2024-07-05 06:00:00
2024-07-05 06:15:00,-207.301,2024-07-05 06:15:00
2024-07-05 06:30:00,-244.465,2024-07-05 06:30:00
2024-07-05 06:45:00,-246.585,2024-07-05 06:45:00
2024-07-05 07:00:00,-256.118,2024-07-05 07:00:00
2024-07-05 07:15:00,-395.967,2024-07-05 07:15:00
2024-07-05 07:30:00,-314.35,2024-07-05 07:30:00
2024-07-05 07:45:00,-324.686,2024-07-05 07:45:00
2024-07-05 08:00:00,-339.025,2024-07-05 08:00:00
2024-07-05 08:15:00,-237.587,2024-07-05 08:15:00
2024-07-05 08:30:00,-163.009,2024-07-05 08:30:00
2024-07-05 08:45:00,-185.357,2024-07-05 08:45:00
2024-07-05 09:00:00,3.789,2024-07-05 09:00:00
2024-07-05 09:15:00,2.623,2024-07-05 09:15:00
2024-07-05 09:30:00,2.669,2024-07-05 09:30:00
2024-07-05 09:45:00,3.084,2024-07-05 09:45:00
2024-07-05 10:00:00,4.538,2024-07-05 10:00:00
2024-07-05 10:15:00,8.085,2024-07-05 10:15:00
2024-07-05 10:30:00,300.597,2024-07-05 10:30:00
2024-07-05 10:45:00,990.348,2024-07-05 10:45:00
2024-07-05 11:00:00,-80.192,2024-07-05 11:00:00
2024-07-05 11:15:00,-218.192,2024-07-05 11:15:00
2024-07-05 11:30:00,-390.992,2024-07-05 11:30:00
2024-07-05 11:45:00,92.607,2024-07-05 11:45:00
2024-07-05 12:00:00,-291.392,2024-07-05 12:00:00
2024-07-05 12:15:00,-384.992,2024-07-05 12:15:00
2024-07-05 12:30:00,-51.392,2024-07-05 12:30:00
2024-07-05 12:45:00,-194.192,2024-07-05 12:45:00
2024-07-05 13:00:00,0.0,2024-07-05 13:00:00
2024-07-05 13:15:00,0.0,2024-07-05 13:15:00
2024-07-05 13:30:00,0.0,2024-07-05 13:30:00
2024-07-05 13:45:00,0.0,2024-07-05 13:45:00
2024-07-05 14:00:00,0.0,2024-07-05 14:00:00
2024-07-05 14:15:00,0.0,2024-07-05 14:15:00
2024-07-05 14:30:00,0.0,2024-07-05 14:30:00
2024-07-05 14:45:00,0.0,2024-07-05 14:45:00
2024-07-05 15:00:00,0.0,2024-07-05 15:00:00
2024-07-05 15:15:00,14.613,2024-07-05 15:15:00
2024-07-05 15:30:00,-8.179,2024-07-05 15:30:00
2024-07-05 15:45:00,-8.599,2024-07-05 15:45:00
2024-07-05 16:00:00,474.724,2024-07-05 16:00:00
2024-07-05 16:15:00,299.235,2024-07-05 16:15:00
2024-07-05 16:30:00,230.455,2024-07-05 16:30:00
2024-07-05 16:45:00,241.286,2024-07-05 16:45:00
2024-07-05 17:00:00,217.373,2024-07-05 17:00:00
2024-07-05 17:15:00,246.118,2024-07-05 17:15:00
2024-07-05 17:30:00,193.057,2024-07-05 17:30:00
2024-07-05 17:45:00,164.231,2024-07-05 17:45:00
2024-07-05 18:00:00,272.459,2024-07-05 18:00:00
2024-07-05 18:15:00,175.361,2024-07-05 18:15:00
2024-07-05 18:30:00,187.512,2024-07-05 18:30:00
