,power_opt,time
2025-05-01 00:00:00,-2339.795,2025-05-01 00:00:00
2025-05-01 00:05:00,-2279.805,2025-05-01 00:05:00
2025-05-01 00:10:00,-2335.775,2025-05-01 00:10:00
2025-05-01 00:15:00,-2307.795,2025-05-01 00:15:00
2025-05-01 00:20:00,-2275.795,2025-05-01 00:20:00
2025-05-01 00:25:00,-2307.805,2025-05-01 00:25:00
2025-05-01 00:30:00,-2331.795,2025-05-01 00:30:00
2025-05-01 00:35:00,-2399.795,2025-05-01 00:35:00
2025-05-01 00:40:00,-2291.745,2025-05-01 00:40:00
2025-05-01 00:45:00,-2407.785,2025-05-01 00:45:00
2025-05-01 00:50:00,-2387.795,2025-05-01 00:50:00
2025-05-01 00:55:00,-2403.765,2025-05-01 00:55:00
2025-05-01 01:00:00,-2331.775,2025-05-01 01:00:00
2025-05-01 01:05:00,-2383.745,2025-05-01 01:05:00
2025-05-01 01:10:00,-2315.765,2025-05-01 01:10:00
2025-05-01 01:15:00,-2287.785,2025-05-01 01:15:00
2025-05-01 01:20:00,-2395.755,2025-05-01 01:20:00
2025-05-01 01:25:00,-2363.785,2025-05-01 01:25:00
2025-05-01 01:30:00,-2351.765,2025-05-01 01:30:00
2025-05-01 01:35:00,-2399.765,2025-05-01 01:35:00
2025-05-01 01:40:00,-2355.755,2025-05-01 01:40:00
2025-05-01 01:45:00,-2387.805,2025-05-01 01:45:00
2025-05-01 01:50:00,-2447.795,2025-05-01 01:50:00
2025-05-01 01:55:00,-2387.775,2025-05-01 01:55:00
2025-05-01 02:00:00,-2475.765,2025-05-01 02:00:00
2025-05-01 02:05:00,-2455.775,2025-05-01 02:05:00
2025-05-01 02:10:00,-2547.785,2025-05-01 02:10:00
2025-05-01 02:15:00,-2447.765,2025-05-01 02:15:00
2025-05-01 02:20:00,-2475.745,2025-05-01 02:20:00
2025-05-01 02:25:00,-2439.795,2025-05-01 02:25:00
2025-05-01 02:30:00,-2495.775,2025-05-01 02:30:00
