,power_opt,time
2025-05-01 00:00:00,-3097.37,2025-05-01 00:00:00
2025-05-01 00:05:00,-3097.419,2025-05-01 00:05:00
2025-05-01 00:10:00,-3097.453,2025-05-01 00:10:00
2025-05-01 00:15:00,-3097.485,2025-05-01 00:15:00
2025-05-01 00:20:00,-3097.516,2025-05-01 00:20:00
2025-05-01 00:25:00,-3097.539,2025-05-01 00:25:00
2025-05-01 00:30:00,-3097.561,2025-05-01 00:30:00
2025-05-01 00:35:00,-3097.577,2025-05-01 00:35:00
2025-05-01 00:40:00,-3097.611,2025-05-01 00:40:00
2025-05-01 00:45:00,-3097.619,2025-05-01 00:45:00
2025-05-01 00:50:00,-3097.641,2025-05-01 00:50:00
2025-05-01 00:55:00,-3097.659,2025-05-01 00:55:00
2025-05-01 01:00:00,-3097.686,2025-05-01 01:00:00
2025-05-01 01:05:00,-3097.697,2025-05-01 01:05:00
2025-05-01 01:10:00,-3097.723,2025-05-01 01:10:00
2025-05-01 01:15:00,-3097.743,2025-05-01 01:15:00
2025-05-01 01:20:00,-3097.743,2025-05-01 01:20:00
2025-05-01 01:25:00,-3097.761,2025-05-01 01:25:00
2025-05-01 01:30:00,-3097.775,2025-05-01 01:30:00
2025-05-01 01:35:00,-3097.781,2025-05-01 01:35:00
2025-05-01 01:40:00,-3097.798,2025-05-01 01:40:00
2025-05-01 01:45:00,-3097.805,2025-05-01 01:45:00
2025-05-01 01:50:00,-3097.807,2025-05-01 01:50:00
2025-05-01 01:55:00,-3097.823,2025-05-01 01:55:00
2025-05-01 02:00:00,-3097.822,2025-05-01 02:00:00
2025-05-01 02:05:00,-3097.832,2025-05-01 02:05:00
2025-05-01 02:10:00,-3097.83,2025-05-01 02:10:00
2025-05-01 02:15:00,-3097.848,2025-05-01 02:15:00
2025-05-01 02:20:00,-3097.851,2025-05-01 02:20:00
2025-05-01 02:25:00,-3097.862,2025-05-01 02:25:00
2025-05-01 02:30:00,-3097.862,2025-05-01 02:30:00
2025-05-01 02:35:00,-3097.86,2025-05-01 02:35:00
2025-05-01 02:40:00,-3097.862,2025-05-01 02:40:00
2025-05-01 02:45:00,-3097.878,2025-05-01 02:45:00
2025-05-01 02:50:00,-3097.896,2025-05-01 02:50:00
2025-05-01 02:55:00,-3097.904,2025-05-01 02:55:00
2025-05-01 03:00:00,-3097.916,2025-05-01 03:00:00
2025-05-01 03:05:00,-3097.909,2025-05-01 03:05:00
2025-05-01 03:10:00,-3097.933,2025-05-01 03:10:00
