,time,value
13615,2025-07-16 06:35:00,9322.39
13616,2025-07-16 06:40:00,9370.38
13617,2025-07-16 06:45:00,9378.35
13618,2025-07-16 06:50:00,9250.39
13619,2025-07-16 06:55:00,9138.37
13620,2025-07-16 07:00:00,9314.35
13621,2025-07-16 07:05:00,9386.37
13622,2025-07-16 07:10:00,9362.4
13623,2025-07-16 07:15:00,9274.38
13624,2025-07-16 07:20:00,9182.37
13625,2025-07-16 07:25:00,9006.39
13626,2025-07-16 07:30:00,9206.35
13627,2025-07-16 07:35:00,9290.37
13628,2025-07-16 07:40:00,9422.39
13629,2025-07-16 07:45:00,9426.38
13630,2025-07-16 07:50:00,9118.36
13631,2025-07-16 07:55:00,9366.4
13632,2025-07-16 08:00:00,9378.38
13633,2025-07-16 08:05:00,9298.44
13634,2025-07-16 08:10:00,9294.37
13635,2025-07-16 08:15:00,9054.4
13636,2025-07-16 08:20:00,9126.37
13637,2025-07-16 08:25:00,9194.38
13638,2025-07-16 08:30:00,9354.4
13639,2025-07-16 08:35:00,9254.38
13640,2025-07-16 08:40:00,9430.37
13641,2025-07-16 08:45:00,9158.4
13642,2025-07-16 08:50:00,9150.37
13643,2025-07-16 08:55:00,9230.35
13644,2025-07-16 09:00:00,9342.38
13645,2025-07-16 09:05:00,9338.39
13646,2025-07-16 09:10:00,9178.39
13647,2025-07-16 09:15:00,9282.39
13648,2025-07-16 09:20:00,9114.37
13649,2025-07-16 09:25:00,9286.4
13650,2025-07-16 09:30:00,9442.42
13651,2025-07-16 09:35:00,9366.36
13652,2025-07-16 09:40:00,9350.38
13653,2025-07-16 09:45:00,9162.39
13654,2025-07-16 09:50:00,9278.33
13655,2025-07-16 09:55:00,9290.37
13656,2025-07-16 10:00:00,9282.35
13657,2025-07-16 10:05:00,9374.41
13658,2025-07-16 10:10:00,9270.39
13659,2025-07-16 10:15:00,9422.38
13660,2025-07-16 10:20:00,9190.36
13661,2025-07-16 10:25:00,9126.36
13662,2025-07-16 10:30:00,9266.39
13663,2025-07-16 10:35:00,9282.43
13664,2025-07-16 10:40:00,9482.37
13665,2025-07-16 10:45:00,9486.38
13666,2025-07-16 10:50:00,9598.34
13667,2025-07-16 10:55:00,9602.37
13668,2025-07-16 11:00:00,9370.41
13669,2025-07-16 11:05:00,9362.37
13670,2025-07-16 11:10:00,9534.39
13671,2025-07-16 11:15:00,9558.35
13672,2025-07-16 11:20:00,9458.35
13673,2025-07-16 11:25:00,9418.36
13674,2025-07-16 11:30:00,9346.38
13675,2025-07-16 11:35:00,9270.39
13676,2025-07-16 11:40:00,9402.39
13677,2025-07-16 11:45:00,9438.39
13678,2025-07-16 11:50:00,9378.37
13679,2025-07-16 11:55:00,9478.4
