,time,value
9924,2025-05-03 11:00:00,10946.36
9925,2025-05-03 11:05:00,10834.38
9926,2025-05-03 11:10:00,11038.33
9927,2025-05-03 11:15:00,11014.34
9928,2025-05-03 11:20:00,10890.32
9929,2025-05-03 11:25:00,10786.34
9930,2025-05-03 11:30:00,10922.34
9931,2025-05-03 11:35:00,10910.33
9932,2025-05-03 11:40:00,10922.35
9933,2025-05-03 11:45:00,10782.34
9934,2025-05-03 11:50:00,10854.33
9935,2025-05-03 11:55:00,10810.35
9936,2025-05-03 12:00:00,10938.34
9937,2025-05-03 12:05:00,10894.33
9938,2025-05-03 12:10:00,10910.37
9939,2025-05-03 12:15:00,10582.37
9940,2025-05-03 12:20:00,10570.34
9941,2025-05-03 12:25:00,10834.34
9942,2025-05-03 12:30:00,10870.36
9943,2025-05-03 12:35:00,10578.38
9944,2025-05-03 12:40:00,10882.34
9945,2025-05-03 12:45:00,10950.38
9946,2025-05-03 12:50:00,11014.39
9947,2025-05-03 12:55:00,10878.34
9948,2025-05-03 13:00:00,10830.32
9949,2025-05-03 13:05:00,10730.38
9950,2025-05-03 13:10:00,10846.36
9951,2025-05-03 13:15:00,10794.33
9952,2025-05-03 13:20:00,10818.34
9953,2025-05-03 13:25:00,10818.33
9954,2025-05-03 13:30:00,10894.33
9955,2025-05-03 13:35:00,10762.35
9956,2025-05-03 13:40:00,10750.35
9957,2025-05-03 13:45:00,10794.37
9958,2025-05-03 13:50:00,10826.38
9959,2025-05-03 13:55:00,10762.33
9960,2025-05-03 14:00:00,10754.3
9961,2025-05-03 14:05:00,10690.34
9962,2025-05-03 14:10:00,10806.34
9963,2025-05-03 14:15:00,10802.33
9964,2025-05-03 14:20:00,10802.34
9965,2025-05-03 14:25:00,10622.36
9966,2025-05-03 14:30:00,10798.34
9967,2025-05-03 14:35:00,10790.32
9968,2025-05-03 14:40:00,10698.35
9969,2025-05-03 14:45:00,10894.36
9970,2025-05-03 14:50:00,10542.35
9971,2025-05-03 14:55:00,10654.36
9972,2025-05-03 15:00:00,10714.35
9973,2025-05-03 15:05:00,10706.33
9974,2025-05-03 15:10:00,10810.36
9975,2025-05-03 15:15:00,10826.36
9976,2025-05-03 15:20:00,10898.31
9977,2025-05-03 15:25:00,10846.36
9978,2025-05-03 15:30:00,10854.35
9979,2025-05-03 15:35:00,10670.35
9980,2025-05-03 15:40:00,10782.32
9981,2025-05-03 15:45:00,10646.33
9982,2025-05-03 15:50:00,10638.4
9983,2025-05-03 15:55:00,10482.34
9984,2025-05-03 16:00:00,10602.32
9985,2025-05-03 16:05:00,10762.34
9986,2025-05-03 16:10:00,10710.32
9987,2025-05-03 16:15:00,10746.36
9988,2025-05-03 16:20:00,10678.38
9989,2025-05-03 16:25:00,10622.35
9990,2025-05-03 16:30:00,10686.36
9991,2025-05-03 16:35:00,10662.37
9992,2025-05-03 16:40:00,10594.33
9993,2025-05-03 16:45:00,10718.34
9994,2025-05-03 16:50:00,10778.33
9995,2025-05-03 16:55:00,10658.37
9996,2025-05-03 17:00:00,10738.33
9997,2025-05-03 17:05:00,10730.33
9998,2025-05-03 17:10:00,10726.34
9999,2025-05-03 17:15:00,10706.35
10000,2025-05-03 17:20:00,10590.39
10001,2025-05-03 17:25:00,10638.35
10002,2025-05-03 17:30:00,10650.36
10003,2025-05-03 17:35:00,10726.36
10004,2025-05-03 17:40:00,10706.35
10005,2025-05-03 17:45:00,10542.32
10006,2025-05-03 17:50:00,10830.35
10007,2025-05-03 17:55:00,10842.36
10008,2025-05-03 18:00:00,10650.39
10009,2025-05-03 18:05:00,10802.35
10010,2025-05-03 18:10:00,10658.38
10011,2025-05-03 18:15:00,10422.37
10012,2025-05-03 18:20:00,10766.36
10013,2025-05-03 18:25:00,10702.32
10014,2025-05-03 18:30:00,10802.38
10015,2025-05-03 18:35:00,10686.35
10016,2025-05-03 18:40:00,10614.34
10017,2025-05-03 18:45:00,10702.36
10018,2025-05-03 18:50:00,10786.33
10019,2025-05-03 18:55:00,10802.33
